,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
3856,Libya,2010.0,141.91,54964,6040612.0,23.49,9099.08
3857,Lithuania,2010.0,26.67,27477,3097282.0,8.61,8871.33
3858,Luxembourg,2010.0,12.0,41349,506953.0,23.67,81563.77
3859,"Macedonia, FYR",2010.0,12.08,7141,2102216.0,5.75,3396.89
3860,Madagascar,2010.0,57.34,5797,21079532.0,2.72,275.01
3861,Malawi,2010.0,15.23,3874,15013694.0,1.01,258.03
3862,Malaysia,2010.0,425.32,178674,28275835.0,15.04,6318.96
3863,Maldives,2010.0,1.16,1519,325694.0,3.56,4663.89
3864,Mali,2010.0,34.8,6972,13985961.0,2.49,498.50
3865,Malta,2010.0,3.02,6715,414508.0,7.28,16199.93
3866,Mauritania,2010.0,10.88,2231,3609420.0,3.01,618.10
3867,Mauritius,2010.0,5.35,7825,1250400.0,4.28,6258.00
3868,Mexico,2010.0,728.7,953068,117886404.0,6.18,8084.63
3869,Moldova,2010.0,11.56,3501,3562045.0,3.25,982.86
3870,Mongolia,2010.0,52.21,3454,2712738.0,19.25,1273.25
3871,Montenegro,2010.0,3.58,2803,620078.0,5.78,4520.40
3872,Morocco,2010.0,73.16,75523,31642360.0,2.31,2386.77
3873,Mozambique,2010.0,59.2,9053,23967265.0,2.47,377.72
3874,Myanmar,2010.0,184.41,39777,51931231.0,3.55,765.96
3875,Namibia,2010.0,19.26,9049,2178967.0,8.84,4152.89
3876,Nauru,2010.0,0.06,48,10005.0,6.04,4797.60
3877,Nepal,2010.0,38.27,10103,26846016.0,1.43,376.33
3878,Netherlands,2010.0,220.38,725681,16615394.0,13.26,43675.22
3879,New Zealand,2010.0,56.1,121173,4350700.0,12.89,27851.38
3880,Nicaragua,2010.0,42.8,7163,5822209.0,7.35,1230.29
3881,Niger,2010.0,25.24,4382,15893746.0,1.59,275.71
3882,Nigeria,2010.0,459.06,159018,159707780.0,2.87,995.68
3883,Niue,2010.0,0.07,10.26,1618.0,44.44,6341.16
3884,Norway,2010.0,27.56,315797,4889252.0,5.64,64590.04
3885,Oman,2010.0,99.96,41164,2802768.0,35.66,14686.91
3886,Pakistan,2010.0,334.61,129517,173149306.0,1.93,748.01
3887,Palau,2010.0,0.23,180,20470.0,11.38,8793.36
3888,Panama,2010.0,21.32,22603,3678128.0,5.80,6145.25
3889,Papua New Guinea,2010.0,102.46,6503,6858945.0,14.94,948.10
3890,Paraguay,2010.0,107.93,11148,6459721.0,16.71,1725.77
3891,Peru,2010.0,155.77,104627,29262830.0,5.32,3575.42
3892,Philippines,2010.0,152.02,131131,93444322.0,1.63,1403.31
3893,Poland,2010.0,331.14,383288,38183683.0,8.67,10038.00
3894,Portugal,2010.0,67.46,203429,10573100.0,6.38,19240.24
3895,Qatar,2010.0,73.01,101935,1749713.0,41.73,58258.13
3896,Romania,2010.0,105.95,114089,20246871.0,5.23,5634.90
3897,Russian Federation,2010.0,2090.23,909248,142385523.0,14.68,6385.82
3898,Rwanda,2010.0,5.69,3847,10836732.0,0.53,355.00
3899,Saint Kitts & Nevis,2010.0,0.35,563,52352.0,6.59,10754.13
3900,Saint Lucia,2010.0,1.13,1039,177397.0,6.34,5856.92
3901,Saint Vincent & Grenadines,2010.0,0.28,589,109316.0,2.58,5388.05
3902,Samoa,2010.0,0.42,485,186029.0,2.27,2607.12
3903,Sao Tome & Principe,2010.0,0.17,168,178228.0,0.95,942.61
3904,Saudi Arabia,2010.0,478.26,435992,27258387.0,17.55,15994.78
3905,Senegal,2010.0,30.96,10366,12950564.0,2.39,800.43
3906,Serbia,2010.0,-12.77,29943,7291436.0,-1.75,4106.60
3907,Seychelles,2010.0,0.75,1136,89770.0,8.40,12654.56
3908,Sierra Leone,2010.0,11.11,2127,5751976.0,1.93,369.79
3909,Singapore,2010.0,54.62,176458,5076700.0,10.76,34758.41
3910,Slovakia,2010.0,37.04,78622,5391428.0,6.87,14582.78
3911,Slovenia,2010.0,4.96,39592,2048583.0,2.42,19326.53
3912,Solomon Islands,2010.0,2.22,523,526447.0,4.22,993.45
3913,South Africa,2010.0,460.75,300215,50791808.0,9.07,5910.70
3914,Spain,2010.0,330.41,1219911,46576897.0,7.09,26191.33
3915,Sri Lanka,2010.0,42.29,33253,20653000.0,2.05,1610.08
3916,Sudan,2010.0,171.25,35822,35652002.0,4.80,1004.77
3917,Suriname,2010.0,8.6,2209,524960.0,16.37,4207.94
3918,Swaziland,2010.0,2.92,2917,1193148.0,2.44,2444.79
3919,Sweden,2010.0,38.03,420871,9378126.0,4.06,44877.94
3920,Switzerland,2010.0,50.72,454938,7824909.0,6.48,58139.72
3921,Syria,2010.0,90.78,55324,21532647.0,4.22,2569.31
3922,Tajikistan,2010.0,8.31,3181,7627326.0,1.09,417.05
3923,Tanzania,2010.0,169.28,19143,44973330.0,3.76,425.65
3924,Thailand,2010.0,355.77,210091,66402316.0,5.36,3163.91
3925,Togo,2010.0,14.98,2477,6306014.0,2.38,392.80
3926,Tonga,2010.0,0.32,269,104098.0,3.07,2584.10
3927,Trinidad & Tobago,2010.0,41.77,18989,1328095.0,31.45,14297.92
3928,Tunisia,2010.0,34.77,40594,10547100.0,3.30,3848.83
3929,Turkey,2010.0,349.91,565092,72137546.0,4.85,7833.54
3930,Turkmenistan,2010.0,99.27,13273,5041995.0,19.69,2632.49
3931,Uganda,2010.0,48.8,13275,33987213.0,1.44,390.59
3932,Ukraine,2010.0,355.32,90577,45870700.0,7.75,1974.62
3933,United Arab Emirates,2010.0,196.59,203435,8441537.0,23.29,24099.28
3934,United Kingdom,2010.0,566.21,2477505,62766365.0,9.02,39471.86
3935,United States,2010.0,6147.41,13598288,309326295.0,19.87,43960.98
3936,Uruguay,2010.0,13.32,22899,3371982.0,3.95,6790.96
3937,Uzbekistan,2010.0,217.4,21491,28562400.0,7.61,752.42
3938,Vanuatu,2010.0,0.53,504,236299.0,2.22,2132.89
3939,Venezuela,2010.0,391.56,174552,29043283.0,13.48,6010.06
3940,Vietnam,2010.0,237.82,78282,86932500.0,2.74,900.49
3942,Yemen,2010.0,35.4,19989,22763008.0,1.56,878.14
3943,Zambia,2010.0,121.69,12647,13216985.0,9.21,956.87
3944,Zimbabwe,2010.0,62.62,5202,13076978.0,4.79,397.80
3945,Afghanistan,2011.0,34.73,10869,29105480.0,1.19,373.43
3946,Albania,2011.0,8.04,11009,2904780.0,2.77,3789.96
3947,Algeria,2011.0,175.62,119774,37762962.0,4.65,3171.73
3948,Angola,2011.0,206.3,52345,20180490.0,10.22,2593.84
3949,Antigua & Barbuda,2011.0,1.04,994,88152.0,11.74,11275.98
3950,Argentina,2011.0,394.7,318823,40728738.0,9.69,7827.96
3951,Armenia,2011.0,8.68,6196,2964120.0,2.93,2090.33
3952,Australia,2011.0,683.15,815503,22340000.0,30.58,36504.16
3953,Austria,2011.0,86.66,345664,8391643.0,10.33,41191.46
3954,Azerbaijan,2011.0,64.77,28329,9173082.0,7.06,3088.28
3955,"Bahamas, The",2011.0,2.39,7698,366331.0,6.51,21013.78
3956,Bahrain,2011.0,32.82,21368,1292764.0,25.39,16528.93
3957,Bangladesh,2011.0,186.84,86128,152862431.0,1.22,563.43
3958,Barbados,2011.0,3.59,4064,281804.0,12.74,14421.37
3959,Belarus,2011.0,70.26,45314,9473000.0,7.42,4783.49
3960,Belgium,2011.0,130.99,418934,11047744.0,11.86,37920.32
3961,Belize,2011.0,14.5,1292,316280.0,45.84,4084.99
3962,Benin,2011.0,21.93,5404,9779795.0,2.24,552.57
3963,Bhutan,2011.0,-7.73,1390,729429.0,-10.60,1905.60
3964,Bolivia,2011.0,140.28,12573,10324445.0,13.59,1217.79
3965,Bosnia & Herzegovina,2011.0,29.85,12873,3839322.0,7.78,3352.94
3966,Botswana,2011.0,33.55,12866,1986701.0,16.89,6476.06
3967,Brazil,2011.0,1768.75,1126723,196935134.0,8.98,5721.29
3968,Brunei,2011.0,21.84,10188,406512.0,53.73,25061.99
3969,Bulgaria,2011.0,50.95,34391,7348328.0,6.93,4680.11
3970,Burkina Faso,2011.0,33.85,7605,15995313.0,2.12,475.45
3971,Burundi,2011.0,6.68,1450,9540362.0,0.70,151.99
3972,Cambodia,2011.0,50.2,9308,14605862.0,3.44,637.28
3973,Cameroon,2011.0,192.57,19940,21156272.0,9.10,942.51
3974,Canada,2011.0,843.09,1271415,34342780.0,24.55,37021.32
3975,Cape Verde,2011.0,0.66,1343,490556.0,1.34,2737.71
3976,Central African Republic,2011.0,63.82,1958,4436217.0,14.39,441.37
3977,Chad,2011.0,43.84,8432,12080037.0,3.63,698.01
3978,Chile,2011.0,91.7,156291,17308449.0,5.30,9029.75
3979,China,2011.0,10304.13,4196333,1344130000.0,7.67,3121.97
3980,Colombia,2011.0,202.12,194945,47078792.0,4.29,4140.82
3981,Comoros,2011.0,0.61,422,700216.0,0.88,602.67
3982,"Congo, Dem. Rep.",2011.0,208.35,16747,63931512.0,3.26,261.95
3983,"Congo, Rep.",2011.0,16.71,8121,4225359.0,3.96,1921.97
3984,Cook Islands,2011.0,0.11,256,11124.0,9.45,23013.30
3985,Costa Rica,2011.0,5.71,26146,4737680.0,1.21,5518.73
3986,Cote d'Ivoire,2011.0,33.59,18228,19389954.0,1.73,940.07
3987,Croatia,2011.0,14.81,46362,4280622.0,3.46,10830.67
3988,Cuba,2011.0,35.33,56939,11276053.0,3.13,5049.55
3989,Cyprus,2011.0,8.38,19284,1116513.0,7.51,17271.63
3990,Czech Republic,2011.0,120.6,156360,10496088.0,11.49,14896.98
3991,Denmark,2011.0,57.23,268189,5570572.0,10.27,48143.89
3992,Djibouti,2011.0,1.24,954,846646.0,1.47,1126.80
3993,Dominica,2011.0,0.3,442,71401.0,4.27,6190.39
3994,Dominican Republic,2011.0,31.89,47327,10147598.0,3.14,4663.86
3995,Ecuador,2011.0,137.05,52894,15246481.0,8.99,3469.26
3996,Egypt,2011.0,281.12,123158,79392466.0,3.54,1551.26
3997,El Salvador,2011.0,13.35,18748,6256242.0,2.13,2996.69
3998,Equatorial Guinea,2011.0,26.19,9464,715996.0,36.58,13217.95
3999,Eritrea,2011.0,6.92,1148,5932852.0,1.17,193.50
4000,Estonia,2011.0,29.25,14942,1327439.0,22.03,11256.26
4001,Ethiopia,2011.0,141.14,23107,89393063.0,1.58,258.49
4002,European Union (15),2011.0,3363.62,14153828,399838757.0,8.41,35398.84
4003,European Union (28),2011.0,4161.1,15183005,501735856.0,8.29,30260.95
4004,Fiji,2011.0,1.43,3199,867921.0,1.65,3685.82
4005,Finland,2011.0,75.4,218387,5388272.0,13.99,40530.06
4006,France,2011.0,426.34,2337441,65343588.0,6.52,35771.54
4007,Gabon,2011.0,6.99,10372,1594034.0,4.39,6506.76
4008,"Gambia, The",2011.0,6.75,750,1734966.0,3.89,432.29
4009,Georgia,2011.0,10.46,8835,4483350.0,2.33,1970.62
4010,Germany,2011.0,797.91,3146747,81797673.0,9.75,38469.88
4011,Ghana,2011.0,58.89,17027,24820706.0,2.37,686.00
4012,Greece,2011.0,103.9,222545,11123213.0,9.34,20007.26
4013,Grenada,2011.0,1.76,670,105074.0,16.72,6376.46
4014,Guatemala,2011.0,39.81,33912,14706578.0,2.71,2305.91
4015,Guinea,2011.0,28.52,3395,11161530.0,2.55,304.17
4016,Guinea-Bissau,2011.0,4.06,752,1624228.0,2.50,462.99
4017,Guyana,2011.0,7.19,969,790882.0,9.09,1225.21
4018,Haiti,2011.0,8.09,4551,10032864.0,0.81,453.61
4019,Honduras,2011.0,48.29,11989,7776669.0,6.21,1541.66
4020,Hungary,2011.0,67.33,113096,9971727.0,6.75,11341.67
4021,Iceland,2011.0,2.72,18273,319014.0,8.52,57279.62
4022,India,2011.0,2755.75,1326235,1221156319.0,2.26,1086.05
4023,Indonesia,2011.0,1950.71,402408,243801639.0,8.00,1650.55
4024,Iran,2011.0,703.87,249983,75424285.0,9.33,3314.36
4025,Iraq,2011.0,242.21,73198,31760020.0,7.63,2304.72
4026,Ireland,2011.0,57.3,217573,4576794.0,12.52,47538.30
4027,Israel,2011.0,86.98,184469,7765800.0,11.20,23754.02
4028,Italy,2011.0,447.3,1835729,59379449.0,7.53,30915.22
4029,Jamaica,2011.0,10.06,14445,2699838.0,3.73,5350.32
4030,Japan,2011.0,1164.83,4627424,127817277.0,9.11,36203.43
4031,Jordan,2011.0,27.44,17474,6181000.0,4.44,2827.05
4032,Kazakhstan,2011.0,296.18,83039,16556600.0,17.89,5015.46
4033,Kenya,2011.0,70.12,25394,42027891.0,1.67,604.22
4034,Kiribati,2011.0,0.08,114,99250.0,0.81,1148.61
4035,"Korea, Dem. Rep. (North)",2011.0,88.74,15568,24631291.0,3.60,632.04
4036,"Korea, Rep. (South)",2011.0,654.86,1139141,49779440.0,13.16,22883.76
4037,Kuwait,2011.0,195.57,94347,3124705.0,62.59,30193.89
4038,Kyrgyzstan,2011.0,-1.93,3238,5514600.0,-0.35,587.17
4039,Laos,2011.0,33.48,4345,6521314.0,5.13,666.28
4040,Latvia,2011.0,-2.39,16324,2059709.0,-1.16,7925.39
4041,Lebanon,2011.0,24.4,31368,4382790.0,5.57,7157.08
4042,Lesotho,2011.0,2.2,1799,2029516.0,1.08,886.42
4043,Liberia,2011.0,17.04,1048,4079697.0,4.18,256.88
4044,Libya,2011.0,119.8,20844,6103233.0,19.63,3415.24
4045,Lithuania,2011.0,26.36,29125,3028115.0,8.70,9618.19
4046,Luxembourg,2011.0,11.89,42428,518347.0,22.93,81852.50
4047,"Macedonia, FYR",2011.0,13.34,7341,2103890.0,6.34,3489.25
4048,Madagascar,2011.0,57.45,5881,21678934.0,2.65,271.28
4049,Malawi,2011.0,15.14,4043,15457531.0,0.98,261.56
4050,Malaysia,2011.0,430.33,187942,28758968.0,14.96,6535.07
4051,Maldives,2011.0,1.19,1617,331964.0,3.59,4871.01
4052,Mali,2011.0,35.99,7162,14416737.0,2.50,496.78
4053,Malta,2011.0,3.02,6809,416268.0,7.27,16357.25
4054,Mauritania,2011.0,10.93,2320,3702763.0,2.95,626.56
4055,Mauritius,2011.0,5.39,8130,1252404.0,4.30,6491.52
4056,Mexico,2011.0,748.94,991616,119361233.0,6.27,8307.69
4057,Moldova,2011.0,11.67,3739,3559986.0,3.28,1050.29
4058,Mongolia,2011.0,55.29,4059,2754209.0,20.08,1473.74
4059,Montenegro,2011.0,3.62,2893,620644.0,5.84,4661.29
4060,Morocco,2011.0,77.06,79289,32059424.0,2.40,2473.19
4061,Mozambique,2011.0,56.09,9726,24581367.0,2.28,395.67
4062,Myanmar,2011.0,175.68,54159,52350763.0,3.36,1034.54
4063,Namibia,2011.0,22.31,9513,2217618.0,10.06,4289.74
4064,Nauru,2011.0,0.06,66,10057.0,5.66,6562.59
4065,Nepal,2011.0,39.16,10449,27156367.0,1.44,384.77
4066,Netherlands,2011.0,208.17,737754,16693074.0,12.47,44195.22
4067,New Zealand,2011.0,55.84,123995,4384000.0,12.74,28283.53
4068,Nicaragua,2011.0,43.16,7571,5905146.0,7.31,1282.10
4069,Niger,2011.0,24.94,4483,16511462.0,1.51,271.51
4070,Nigeria,2011.0,474.68,166790,164192925.0,2.89,1015.82
4071,Niue,2011.0,0.08,10.28,1620.0,51.42,6345.68
4072,Norway,2011.0,25.61,320032,4953088.0,5.17,64612.62
4073,Oman,2011.0,108.11,41525,3024774.0,35.74,13728.30
4074,Pakistan,2011.0,341.36,133077,176166353.0,1.94,755.41
4075,Palau,2011.0,0.28,190,20606.0,13.55,9220.62
4076,Panama,2011.0,22.27,25038,3740282.0,5.95,6694.15
4077,Papua New Guinea,2011.0,101.72,7196,7012977.0,14.50,1026.10
4078,Paraguay,2011.0,109.41,11632,6573097.0,16.64,1769.64
4079,Peru,2011.0,158.52,111377,29614887.0,5.35,3760.85
4080,Philippines,2011.0,153.62,135930,95053437.0,1.62,1430.04
4081,Poland,2011.0,326.73,401539,38534157.0,8.48,10420.34
4082,Portugal,2011.0,67.1,199712,10557560.0,6.36,18916.49
4083,Qatar,2011.0,75.92,115209,1910902.0,39.73,60290.38
4084,Romania,2011.0,111.85,116723,20147528.0,5.55,5793.42
4085,Russian Federation,2011.0,2180.63,948020,142956460.0,15.25,6631.53
4086,Rwanda,2011.0,5.52,4149,11144315.0,0.49,372.30
4087,Saint Kitts & Nevis,2011.0,0.35,572,52971.0,6.69,10798.36
4088,Saint Lucia,2011.0,1.13,1051,179271.0,6.31,5862.63
4089,Saint Vincent & Grenadines,2011.0,0.29,586,109357.0,2.61,5358.60
4090,Samoa,2011.0,0.47,510,187429.0,2.52,2721.03
4091,Sao Tome & Principe,2011.0,0.17,176,183177.0,0.95,960.82
4092,Saudi Arabia,2011.0,498.3,473356,27761728.0,17.95,17050.67
4093,Senegal,2011.0,31.65,10580,13330737.0,2.37,793.65
4094,Serbia,2011.0,-10.69,30362,7234099.0,-1.48,4197.07
4095,Seychelles,2011.0,0.66,1226,87441.0,7.58,14020.88
4096,Sierra Leone,2011.0,11.6,2249,5865491.0,1.98,383.43
4097,Singapore,2011.0,56.37,187146,5183700.0,10.87,36102.78
4098,Slovakia,2011.0,35.79,80748,5398384.0,6.63,14957.81
4099,Slovenia,2011.0,4.79,39834,2052843.0,2.33,19404.31
4100,Solomon Islands,2011.0,2.23,579,537997.0,4.15,1076.21
4101,South Africa,2011.0,446.79,309859,51553479.0,8.67,6010.44
4102,Spain,2011.0,329.91,1212377,46742697.0,7.06,25937.25
4103,Sri Lanka,2011.0,45.16,35995,20869000.0,2.16,1724.81
4104,Sudan,2011.0,181.35,34642,36430923.0,4.98,950.90
4105,Suriname,2011.0,8.12,2325,529761.0,15.33,4388.77
4106,Swaziland,2011.0,2.91,2898,1212159.0,2.40,2390.78
4107,Sweden,2011.0,34.36,432085,9449213.0,3.64,45727.09
4108,Switzerland,2011.0,46.65,463148,7912398.0,5.90,58534.47
4109,Syria,2011.0,88.19,52342,21961676.0,4.02,2383.33
4110,Tajikistan,2011.0,8.61,3417,7814850.0,1.10,437.24
4111,Tanzania,2011.0,171.68,20658,46354607.0,3.70,445.65
4112,Thailand,2011.0,358.17,210252,66576332.0,5.38,3158.06
4113,Togo,2011.0,15.36,2598,6472304.0,2.37,401.40
4114,Tonga,2011.0,0.29,277,104554.0,2.77,2649.35
4115,Trinidad & Tobago,2011.0,41.21,18685,1333082.0,30.92,14016.39
4116,Tunisia,2011.0,33.39,40388,10673800.0,3.13,3783.84
4117,Turkey,2011.0,372.77,614666,73058638.0,5.10,8413.32
4118,Turkmenistan,2011.0,104.98,15224,5106668.0,20.56,2981.20
4119,Uganda,2011.0,48.95,14559,35148064.0,1.39,414.22
4120,Ukraine,2011.0,371.46,95287,45706100.0,8.13,2084.78
4121,United Arab Emirates,2011.0,202.88,213373,8925096.0,22.73,23907.08
4122,United Kingdom,2011.0,529.17,2518263,63258918.0,8.37,39808.82
4123,United States,2011.0,6024.39,13816135,311582564.0,19.33,44341.81
4124,Uruguay,2011.0,14.81,24580,3383486.0,4.38,7264.70
4125,Uzbekistan,2011.0,230.49,23275,29339400.0,7.86,793.30
4126,Vanuatu,2011.0,0.57,510,241778.0,2.34,2109.37
4127,Venezuela,2011.0,372.27,181840,29500625.0,12.62,6163.94
4128,Vietnam,2011.0,242.31,83167,87840000.0,2.76,946.80
4130,Yemen,2011.0,31.1,16973,23304206.0,1.33,728.32
4131,Zambia,2011.0,120.27,13449,13633796.0,8.82,986.45
4132,Zimbabwe,2011.0,63.68,5822,13358738.0,4.77,435.82
4133,Afghanistan,2012.0,30.76,12438,29824536.0,1.03,417.04
4134,Albania,2012.0,7.22,11188,2900489.0,2.49,3857.28
4135,Algeria,2012.0,189.08,123727,38481705.0,4.91,3215.22
4136,Angola,2012.0,199.72,55044,20820525.0,9.59,2643.74
4137,Antigua & Barbuda,2012.0,1.14,1034,89069.0,12.76,11608.98
4138,Argentina,2012.0,405.03,321840,41086927.0,9.86,7833.15
4139,Armenia,2012.0,9.3,6643,2969081.0,3.13,2237.39
4140,Australia,2012.0,685.05,845904,22728300.0,30.14,37218.09
4141,Austria,2012.0,83.65,348719,8429991.0,9.92,41366.47
4142,Azerbaijan,2012.0,69.34,28952,9295784.0,7.46,3114.53
4143,"Bahamas, The",2012.0,4.17,7777,371960.0,11.22,20908.16
4144,Bahrain,2012.0,33.25,22134,1317827.0,25.23,16795.83
4145,Bangladesh,2012.0,189.86,91745,154695368.0,1.23,593.07
4146,Barbados,2012.0,3.35,4064,283221.0,11.83,14349.22
4147,Belarus,2012.0,75.35,46099,9464000.0,7.96,4870.98
4148,Belgium,2012.0,125.11,419331,11128246.0,11.24,37681.68
4149,Belize,2012.0,14.59,1342,324060.0,45.03,4141.21
4150,Benin,2012.0,21.76,5696,10050702.0,2.16,566.73
4151,Bhutan,2012.0,-7.97,1460,741822.0,-10.74,1968.13
4152,Bolivia,2012.0,136.47,13223,10496285.0,13.00,1259.78
4153,Bosnia & Herzegovina,2012.0,27.75,12718,3833916.0,7.24,3317.23
4154,Botswana,2012.0,23.9,13421,2003910.0,11.93,6697.41
4155,Brazil,2012.0,1823.15,1138348,198656019.0,9.18,5730.25
4156,Brunei,2012.0,22.07,10284,412238.0,53.53,24946.75
4157,Bulgaria,2012.0,46.22,34560,7305888.0,6.33,4730.43
4158,Burkina Faso,2012.0,33.01,8289,16460141.0,2.01,503.58
4159,Burundi,2012.0,6.91,1508,9849569.0,0.70,153.10
4160,Cambodia,2012.0,49.12,9988,14864646.0,3.30,671.93
4161,Cameroon,2012.0,191.2,20855,21699631.0,8.81,961.08
4162,Canada,2012.0,856.28,1293144,34752128.0,24.64,37210.50
4163,Cape Verde,2012.0,0.43,1359,494401.0,0.87,2748.78
4164,Central African Republic,2012.0,60.52,2038,4525209.0,13.37,450.37
4165,Chad,2012.0,43.27,9181,12448175.0,3.48,737.54
4166,Chile,2012.0,93.74,164702,17464814.0,5.37,9430.50
4167,China,2012.0,10684.29,4517460,1350695000.0,7.91,3344.54
4168,Colombia,2012.0,199.68,202839,47704427.0,4.19,4252.00
4169,Comoros,2012.0,0.6,435,717503.0,0.84,606.27
4170,"Congo, Dem. Rep.",2012.0,201.53,17934,65705093.0,3.07,272.95
4171,"Congo, Rep.",2012.0,17.72,8430,4337051.0,4.09,1943.72
4172,Cook Islands,2012.0,0.19,265,10777.0,17.20,24589.40
