,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
2277,Bulgaria,2002.0,44.12,24632,8170172.0,5.40,3014.87
2278,Burkina Faso,2002.0,27.63,4464,11607944.0,2.38,384.56
2279,Burundi,2002.0,6.51,1069,6674286.0,0.98,160.17
2280,Cambodia,2002.0,50.2,4641,12222871.0,4.11,379.70
2281,Cameroon,2002.0,192.49,15031,15927713.0,12.08,943.70
2282,Canada,2002.0,984.46,1073474,30769700.0,31.99,34887.37
2283,Cape Verde,2002.0,0.33,792,442426.0,0.75,1790.13
2284,Central African Republic,2002.0,54.77,1334,3638316.0,15.05,366.65
2285,Chad,2002.0,40.2,3695,8301151.0,4.84,445.12
2286,Chile,2002.0,64.32,106908,15454402.0,4.16,6917.64
2287,China,2002.0,4834.86,1674007,1262645000.0,3.83,1325.79
2288,Colombia,2002.0,181.33,127840,39897984.0,4.54,3204.17
2289,Comoros,2002.0,0.63,355,528312.0,1.19,671.95
2290,"Congo, Dem. Rep.",2002.0,194.86,10003,46949244.0,4.15,213.06
2291,"Congo, Rep.",2002.0,15.26,5415,3126204.0,4.88,1732.13
2292,Cook Islands,2002.0,0.08,126,20811.0,3.87,6054.49
2293,Costa Rica,2002.0,2.51,16996,3929588.0,0.64,4325.14
2294,Cote d'Ivoire,2002.0,16.47,16838,16131332.0,1.02,1043.81
2295,Croatia,2002.0,15.54,39685,4426000.0,3.51,8966.34
2296,Cuba,2002.0,18.28,34932,11138416.0,1.64,3136.17
2297,Cyprus,2002.0,7.66,15397,943287.0,8.12,16322.71
2298,Czech Republic,2002.0,125.6,117504,10255063.0,12.25,11458.15
2299,Denmark,2002.0,61.11,250647,5339616.0,11.44,46941.02
2300,Djibouti,2002.0,1.15,641,722887.0,1.58,886.72
2301,Dominica,2002.0,0.22,333,69679.0,3.12,4779.06
2302,Dominican Republic,2002.0,27.98,30765,8663421.0,3.23,3551.14
2303,Ecuador,2002.0,123.41,35464,12533087.0,9.85,2829.63
2304,Egypt,2002.0,190.22,79920,66136590.0,2.88,1208.41
2305,El Salvador,2002.0,12.73,15841,5958794.0,2.14,2658.42
2306,Equatorial Guinea,2002.0,18.03,4476,518179.0,34.79,8637.94
2307,Eritrea,2002.0,6.96,1084,3939348.0,1.77,275.17
2308,Estonia,2002.0,25.52,11177,1396985.0,18.27,8000.80
2309,Ethiopia,2002.0,112.26,9981,66024199.0,1.70,151.17
2310,European Union (15),2002.0,3762.38,12695741,378245520.0,9.95,33564.82
2311,European Union (28),2002.0,4575.44,13440293,483549692.0,9.46,27795.06
2312,Fiji,2002.0,1.41,2807,811647.0,1.73,3458.40
2313,Finland,2002.0,63.2,187646,5176209.0,12.21,36251.63
2314,France,2002.0,432.75,2092813,60911057.0,7.10,34358.51
2315,Gabon,2002.0,5.98,8099,1225527.0,4.88,6608.59
2316,"Gambia, The",2002.0,5.07,551,1228863.0,4.12,448.38
2317,Georgia,2002.0,7.82,4976,4418300.0,1.77,1126.23
2318,Germany,2002.0,926.32,2824751,82211508.0,11.27,34359.56
2319,Ghana,2002.0,51.15,9122,18825034.0,2.72,484.57
2320,Greece,2002.0,116.8,219336,10917482.0,10.70,20090.35
2321,Grenada,2002.0,2.15,564,101620.0,21.14,5550.09
2322,Guatemala,2002.0,35.55,24916,11204183.0,3.17,2223.81
2323,Guinea,2002.0,25.4,2752,8746128.0,2.90,314.65
2324,Guinea-Bissau,2002.0,2.98,545,1273312.0,2.34,428.02
2325,Guyana,2002.0,6.76,823,744471.0,9.08,1105.48
2326,Haiti,2002.0,7.22,4214,8578234.0,0.84,491.24
2327,Honduras,2002.0,43.78,8212,6235561.0,7.02,1316.96
2328,Hungary,2002.0,77.11,98685,10210971.0,7.55,9664.60
2329,Iceland,2002.0,3.03,14256,281205.0,10.77,50696.11
2330,India,2002.0,1668.89,655756,1042261758.0,1.60,629.17
2331,Indonesia,2002.0,1584.98,245768,208938698.0,7.59,1176.27
2332,Iran,2002.0,481.25,163050,65911052.0,7.30,2473.79
2333,Iraq,2002.0,180.4,46397,23801156.0,7.58,1949.36
2334,Ireland,2002.0,68.41,184880,3805174.0,17.98,48586.48
2335,Israel,2002.0,74.55,127458,6289000.0,11.85,20266.82
2336,Italy,2002.0,508.35,1804661,56942108.0,8.93,31692.91
2337,Jamaica,2002.0,12.7,9694,2589389.0,4.90,3743.74
2338,Japan,2002.0,1228.66,4335924,126843000.0,9.69,34183.39
2339,Jordan,2002.0,21.26,10292,4797000.0,4.43,2145.51
2340,Kazakhstan,2002.0,171.8,43469,14883626.0,11.54,2920.59
2341,Kenya,2002.0,47.03,16354,31285050.0,1.50,522.74
2342,Kiribati,2002.0,0.06,99,82788.0,0.72,1195.83
2343,"Korea, Dem. Rep. (North)",2002.0,105.4,10910,22840225.0,4.61,477.67
2344,"Korea, Rep. (South)",2002.0,499.39,800380,47008111.0,10.62,17026.42
2345,Kuwait,2002.0,152.09,56486,1906231.0,79.79,29632.30
2346,Kyrgyzstan,2002.0,6.9,2151,4898400.0,1.41,439.12
2347,Laos,2002.0,29.35,2264,5388281.0,5.45,420.17
2348,Latvia,2002.0,9.67,12450,2367550.0,4.08,5258.60
2349,Lebanon,2002.0,19.19,18680,3235380.0,5.93,5773.66
2350,Lesotho,2002.0,1.92,1244,1856225.0,1.03,670.18
2351,Liberia,2002.0,16.28,777,2891968.0,5.63,268.68
2352,Libya,2002.0,111.0,33937,5176185.0,21.44,6556.37
2353,Lithuania,2002.0,22.88,20445,3499536.0,6.54,5842.20
2354,Luxembourg,2002.0,10.6,33489,436300.0,24.29,76756.82
2355,"Macedonia, FYR",2002.0,12.37,5332,2052129.0,6.03,2598.28
2356,Madagascar,2002.0,44.29,4169,15744811.0,2.81,264.79
2357,Malawi,2002.0,13.15,2422,11321496.0,1.16,213.93
2358,Malaysia,2002.0,389.2,120628,23420751.0,16.62,5150.48
2359,Maldives,2002.0,0.76,846,272745.0,2.77,3101.80
2360,Mali,2002.0,27.97,4555,10260577.0,2.73,443.93
2361,Malta,2002.0,2.68,5791,381363.0,7.03,15185.01
2362,Mauritania,2002.0,9.59,1586,2708095.0,3.54,585.65
2363,Mauritius,2002.0,4.27,5662,1186873.0,3.60,4770.52
2364,Mexico,2002.0,622.05,794906,103873607.0,5.99,7652.63
2365,Moldova,2002.0,10.42,2428,3639592.0,2.86,667.11
2366,Mongolia,2002.0,49.28,1988,2397473.0,20.56,829.21
2367,Montenegro,2002.0,3.9,2024,611196.0,6.38,3311.54
2368,Morocco,2002.0,46.93,51877,28710123.0,1.63,1806.92
2369,Mozambique,2002.0,55.66,5249,18275618.0,3.05,287.21
2370,Myanmar,2002.0,153.8,7652,48453000.0,3.17,157.93
2371,Namibia,2002.0,16.93,6052,1897953.0,8.92,3188.70
2372,Nauru,2002.0,0.1,19,10112.0,9.50,1878.96
2373,Nepal,2002.0,59.32,7221,23184177.0,2.56,311.46
2374,Netherlands,2002.0,221.02,643845,15925513.0,13.88,40428.52
2375,New Zealand,2002.0,58.06,102274,3857700.0,15.05,26511.65
2376,Nicaragua,2002.0,41.22,5616,5100920.0,8.08,1100.98
2377,Niger,2002.0,19.97,3091,10989815.0,1.82,281.26
2378,Nigeria,2002.0,437.92,73525,122876727.0,3.56,598.36
2379,Niue,2002.0,0.07,10.06,1791.0,36.80,5616.97
2380,Norway,2002.0,24.13,282325,4490967.0,5.37,62865.08
2381,Oman,2002.0,66.28,30761,2192535.0,30.23,14029.88
2382,Pakistan,2002.0,254.63,90346,143832014.0,1.77,628.14
2383,Palau,2002.0,0.0,189,19174.0,0.19,9857.10
2384,Panama,2002.0,16.97,12876,3054812.0,5.56,4214.99
2385,Papua New Guinea,2002.0,101.5,4363,5379226.0,18.87,811.08
2386,Paraguay,2002.0,101.39,7878,5350253.0,18.95,1472.45
2387,Peru,2002.0,105.74,64512,26000080.0,4.07,2481.22
2388,Philippines,2002.0,131.4,87826,77651848.0,1.69,1131.02
2389,Poland,2002.0,306.06,270005,38258629.0,8.00,7057.36
2390,Portugal,2002.0,84.44,194128,10289898.0,8.21,18865.88
2391,Qatar,2002.0,33.49,33502,593693.0,56.41,56429.84
2392,Romania,2002.0,132.67,82871,22442971.0,5.91,3692.51
2393,Russian Federation,2002.0,2139.54,624553,146596870.0,14.59,4260.34
2394,Rwanda,2002.0,-4.23,2225,8395577.0,-0.50,265.02
2395,Saint Kitts & Nevis,2002.0,0.26,488,45544.0,5.63,10714.91
2396,Saint Lucia,2002.0,0.93,840,156949.0,5.91,5352.06
2397,Saint Vincent & Grenadines,2002.0,0.2,479,107897.0,1.87,4439.42
2398,Samoa,2002.0,0.41,406,174614.0,2.34,2325.13
2399,Sao Tome & Principe,2002.0,0.12,109,139428.0,0.86,781.77
2400,Saudi Arabia,2002.0,303.98,260358,20144584.0,15.09,12924.47
2401,Senegal,2002.0,25.95,7299,9861679.0,2.63,740.14
2402,Serbia,2002.0,47.32,21846,7516346.0,6.30,2906.47
2403,Seychelles,2002.0,0.6,920,81131.0,7.41,11339.69
2404,Sierra Leone,2002.0,9.7,1340,4139757.0,2.34,323.69
2405,Singapore,2002.0,49.04,103612,4027900.0,12.18,25723.58
2406,Slovakia,2002.0,38.16,53030,5388720.0,7.08,9840.93
2407,Slovenia,2002.0,5.38,32563,1988925.0,2.71,16372.16
2408,Solomon Islands,2002.0,2.06,351,412336.0,5.00,851.25
2409,South Africa,2002.0,369.85,227477,44000000.0,8.41,5169.93
2410,Spain,2002.0,389.68,1048055,40263216.0,9.68,26030.09
2411,Sri Lanka,2002.0,40.61,20564,19102000.0,2.13,1076.54
2412,Sudan,2002.0,153.7,22049,27729798.0,5.54,795.14
2413,Suriname,2002.0,5.43,1481,466668.0,11.64,3173.56
2414,Swaziland,2002.0,2.8,2397,1063715.0,2.63,2253.42
2415,Sweden,2002.0,46.12,354256,8872109.0,5.20,39929.18
2416,Switzerland,2002.0,49.13,384401,7184250.0,6.84,53506.07
2417,Syria,2002.0,76.22,25269,16371208.0,4.66,1543.50
2418,Tajikistan,2002.0,6.04,1770,6186152.0,0.98,286.12
2419,Tanzania,2002.0,154.92,11428,34020512.0,4.55,335.91
2420,Thailand,2002.0,278.72,147967,62343379.0,4.47,2373.42
2421,Togo,2002.0,13.18,1950,4864753.0,2.71,400.84
2422,Tonga,2002.0,0.27,251,97962.0,2.73,2562.22
2423,Trinidad & Tobago,2002.0,27.72,12320,1267980.0,21.86,9716.24
2424,Tunisia,2002.0,28.46,27939,9552500.0,2.98,2924.78
2425,Turkey,2002.0,262.27,387025,63174483.0,4.15,6126.29
2426,Turkmenistan,2002.0,71.45,6612,4501419.0,15.87,1468.87
2427,Uganda,2002.0,37.15,7454,24275641.0,1.53,307.06
2428,Ukraine,2002.0,385.55,68395,49175848.0,7.84,1390.83
2429,United Arab Emirates,2002.0,127.38,144498,3026352.0,42.09,47746.59
2430,United Kingdom,2002.0,634.75,2195649,58892514.0,10.78,37282.31
2431,United States,2002.0,6311.58,11874004,282162411.0,22.37,42082.16
2432,Uruguay,2002.0,19.94,15265,3320841.0,6.00,4596.73
2433,Uzbekistan,2002.0,215.54,11915,24650400.0,8.74,483.36
2434,Vanuatu,2002.0,0.55,346,185058.0,2.96,1869.68
2435,Venezuela,2002.0,339.62,120887,24407553.0,13.91,4952.85
2436,Vietnam,2002.0,130.49,46617,77630900.0,1.68,600.50
2438,Yemen,2002.0,22.12,14709,17522537.0,1.26,839.43
2439,Zambia,2002.0,107.35,6788,10100981.0,10.63,672.01
2440,Zimbabwe,2002.0,64.77,7807,12503652.0,5.18,624.38
2441,Afghanistan,2003.0,18.01,5585,21347782.0,0.84,261.62
2442,Albania,2003.0,8.95,7497,3060173.0,2.93,2449.86
2443,Algeria,2003.0,129.96,93432,32150198.0,4.04,2906.11
2444,Angola,2003.0,140.9,21531,14385283.0,9.80,1496.74
2445,Antigua & Barbuda,2003.0,0.71,893,78972.0,8.96,11307.81
2446,Argentina,2003.0,361.09,187225,37273361.0,9.69,5023.02
2447,Armenia,2003.0,6.69,3896,3059960.0,2.19,1273.22
2448,Australia,2003.0,597.59,644926,19413000.0,30.78,33221.35
2449,Austria,2003.0,71.06,299931,8042293.0,8.84,37294.21
2450,Azerbaijan,2003.0,53.44,9509,8111200.0,6.59,1172.33
2451,"Bahamas, The",2003.0,0.99,7388,303005.0,3.27,24382.44
2452,Bahrain,2003.0,23.64,13981,698749.0,33.84,20008.62
2453,Bangladesh,2003.0,152.15,53533,134729503.0,1.13,397.34
2454,Barbados,2003.0,3.21,3689,268296.0,11.98,13749.74
2455,Belarus,2003.0,68.87,24777,9928000.0,6.94,2495.67
2456,Belgium,2003.0,140.14,367143,10286570.0,13.62,35691.49
2457,Belize,2003.0,12.98,1038,245198.0,52.96,4233.31
2458,Benin,2003.0,18.85,4108,7174911.0,2.63,572.55
2459,Bhutan,2003.0,-7.11,722,580888.0,-12.24,1242.92
2460,Bolivia,2003.0,111.02,8779,8669066.0,12.81,1012.68
2461,Bosnia & Herzegovina,2003.0,20.94,9788,3879353.0,5.40,2523.10
2462,Botswana,2003.0,20.01,9248,1783349.0,11.22,5185.75
2463,Brazil,2003.0,1987.26,808969,176968205.0,11.23,4571.27
2464,Brunei,2003.0,18.65,9447,339114.0,54.99,27857.89
2465,Bulgaria,2003.0,48.39,25951,8020282.0,6.03,3235.67
2466,Burkina Faso,2003.0,30.18,4812,11946080.0,2.53,402.81
2467,Burundi,2003.0,6.43,1056,6839376.0,0.94,154.40
2468,Cambodia,2003.0,51.33,5036,12472586.0,4.12,403.77
2469,Cameroon,2003.0,194.07,15637,16350440.0,11.87,956.37
2470,Canada,2003.0,1002.78,1094141,31081900.0,32.26,35201.87
2471,Cape Verde,2003.0,0.34,825,450812.0,0.76,1830.03
2472,Central African Republic,2003.0,61.36,1262,3704045.0,16.56,340.71
2473,Chad,2003.0,42.29,4239,8620917.0,4.91,491.71
2474,Chile,2003.0,66.32,111138,15639289.0,4.24,7106.33
2475,China,2003.0,5520.38,1841833,1271850000.0,4.34,1448.15
2476,Colombia,2003.0,183.34,132849,40558648.0,4.52,3275.48
2477,Comoros,2003.0,0.63,363,541976.0,1.16,669.77
2478,"Congo, Dem. Rep.",2003.0,198.46,10561,48167045.0,4.12,219.26
2479,"Congo, Rep.",2003.0,15.97,5459,3205636.0,4.98,1702.94
2480,Cook Islands,2003.0,0.08,145,21008.0,3.77,6902.13
2481,Costa Rica,2003.0,2.94,18085,4171145.0,0.70,4335.74
2482,Cote d'Ivoire,2003.0,15.42,16576,16909801.0,0.91,980.26
2483,Croatia,2003.0,17.07,41891,4440000.0,3.84,9434.91
2484,Cuba,2003.0,17.29,36256,11245926.0,1.54,3223.92
2485,Cyprus,2003.0,8.48,15695,998142.0,8.49,15724.22
2486,Czech Republic,2003.0,129.39,121737,10193998.0,12.69,11942.03
2487,Denmark,2003.0,66.26,251625,5390574.0,12.29,46678.70
2488,Djibouti,2003.0,1.17,662,755085.0,1.55,876.72
2489,Dominica,2003.0,0.23,359,70058.0,3.28,5124.33
2490,Dominican Republic,2003.0,26.69,30687,9071318.0,2.94,3382.86
2491,Ecuador,2003.0,123.46,36430,13279806.0,9.30,2743.26
2492,Egypt,2003.0,197.83,82472,69432477.0,2.85,1187.80
2493,El Salvador,2003.0,13.1,16206,6029366.0,2.17,2687.84
2494,Equatorial Guinea,2003.0,21.63,5100,568552.0,38.04,8970.16
2495,Eritrea,2003.0,7.06,1056,4472533.0,1.58,236.11
2496,Estonia,2003.0,27.46,12013,1370720.0,20.03,8764.01
2497,Ethiopia,2003.0,111.14,9765,71989666.0,1.54,135.64
2498,European Union (15),2003.0,3826.97,12862107,384135046.0,9.96,33483.29
2499,European Union (28),2003.0,4674.06,13637757,487900768.0,9.58,27951.91
2500,Fiji,2003.0,1.38,2836,817224.0,1.69,3470.28
2501,Finland,2003.0,70.97,191388,5213014.0,13.61,36713.50
2502,France,2003.0,437.58,2109964,62242474.0,7.03,33899.10
2503,Gabon,2003.0,6.09,8300,1315820.0,4.63,6307.85
2504,"Gambia, The",2003.0,5.19,589,1348548.0,3.85,436.77
2505,Georgia,2003.0,7.85,5526,4328900.0,1.81,1276.54
2506,Germany,2003.0,924.72,2804399,82534176.0,11.20,33978.64
2507,Ghana,2003.0,51.98,9597,20301686.0,2.56,472.72
2508,Greece,2003.0,120.48,233895,11018324.0,10.93,21227.82
2509,Grenada,2003.0,2.17,618,102369.0,21.19,6036.98
2510,Guatemala,2003.0,38.5,25547,12062835.0,3.19,2117.83
2511,Guinea,2003.0,25.04,2786,9204581.0,2.72,302.68
2512,Guinea-Bissau,2003.0,3.07,548,1360559.0,2.26,402.78
2513,Guyana,2003.0,7.98,815,753612.0,10.59,1081.46
2514,Haiti,2003.0,7.19,4230,8996229.0,0.80,470.20
2515,Honduras,2003.0,46.41,8585,6628171.0,7.00,1295.23
2516,Hungary,2003.0,79.46,102414,10129552.0,7.84,10110.42
2517,Iceland,2003.0,3.0,14642,289521.0,10.37,50573.19
2518,India,2003.0,1720.32,707301,1093786762.0,1.57,646.65
2519,Indonesia,2003.0,1570.94,257516,218145617.0,7.20,1180.48
2520,Iran,2003.0,506.11,174650,68543171.0,7.38,2548.03
2521,Iraq,2003.0,169.93,31039,25959531.0,6.55,1195.67
2522,Ireland,2003.0,67.25,190348,3996521.0,16.83,47628.42
2523,Israel,2003.0,76.52,128830,6689700.0,11.44,19257.96
2524,Italy,2003.0,524.49,1807415,57313203.0,9.15,31535.75
2525,Jamaica,2003.0,13.09,9399,2624695.0,4.99,3580.99
2526,Japan,2003.0,1232.46,4408990,127718000.0,9.65,34521.29
2527,Jordan,2003.0,20.93,10721,5164000.0,4.05,2076.10
2528,Kazakhstan,2003.0,182.4,47512,14909018.0,12.23,3186.80
2529,Kenya,2003.0,48.15,16834,33905011.0,1.42,496.50
2530,Kiribati,2003.0,0.06,103,87371.0,0.68,1178.88
2531,"Korea, Dem. Rep. (North)",2003.0,107.58,11051,23449180.0,4.59,471.27
2532,"Korea, Rep. (South)",2003.0,506.83,823857,47859311.0,10.59,17214.14
2533,Kuwait,2003.0,160.17,66270,2116353.0,75.68,31313.30
2534,Kyrgyzstan,2003.0,7.68,2302,5043300.0,1.52,456.45
2535,Laos,2003.0,28.79,2401,5619069.0,5.12,427.29
2536,Latvia,2003.0,9.82,13346,2287955.0,4.29,5833.16
2537,Lebanon,2003.0,19.6,19285,3690110.0,5.31,5226.13
2538,Lesotho,2003.0,2.11,1302,1898757.0,1.11,685.71
2539,Liberia,2003.0,16.35,522,3124222.0,5.23,167.08
2540,Libya,2003.0,113.69,38349,5422612.0,20.97,7072.05
2541,Lithuania,2003.0,23.34,22540,3415213.0,6.83,6599.88
2542,Luxembourg,2003.0,10.98,33888,451630.0,24.32,75034.87
2543,"Macedonia, FYR",2003.0,13.21,5482,2080866.0,6.35,2634.48
2544,Madagascar,2003.0,47.13,4577,17245275.0,2.73,265.41
2545,Malawi,2003.0,13.83,2555,12238739.0,1.13,208.76
2546,Malaysia,2003.0,397.21,127611,24890654.0,15.96,5126.86
2547,Maldives,2003.0,0.67,966,287594.0,2.32,3358.90
2548,Mali,2003.0,27.6,4894,11219737.0,2.46,436.20
2549,Malta,2003.0,2.99,5798,398582.0,7.51,14546.57
2550,Mauritania,2003.0,9.74,1675,2965667.0,3.28,564.80
2551,Mauritius,2003.0,4.42,5869,1213370.0,3.65,4836.94
2552,Mexico,2003.0,642.5,806215,108056312.0,5.95,7461.06
2553,Moldova,2003.0,10.96,2588,3612874.0,3.03,716.33
2554,Mongolia,2003.0,46.7,2127,2468595.0,18.92,861.62
2555,Montenegro,2003.0,3.96,2075,613448.0,6.46,3382.52
2556,Morocco,2003.0,47.02,55154,29586937.0,1.59,1864.13
2557,Mozambique,2003.0,60.12,5565,19873460.0,3.02,280.02
2558,Myanmar,2003.0,161.17,9378,49577152.0,3.25,189.16
2559,Namibia,2003.0,16.87,6308,1981237.0,8.52,3183.87
2560,Nauru,2003.0,0.09,24,9994.0,8.90,2401.44
2561,Nepal,2003.0,60.24,7505,24525527.0,2.46,306.01
2562,Netherlands,2003.0,224.08,645556,16225302.0,13.81,39786.99
2563,New Zealand,2003.0,59.4,106454,4027200.0,14.75,26433.75
2564,Nicaragua,2003.0,42.36,5757,5317878.0,7.97,1082.57
2565,Niger,2003.0,20.67,3255,12254040.0,1.69,265.63
2566,Nigeria,2003.0,447.15,81138,132550146.0,3.37,612.13
2567,Niue,2003.0,0.07,10.11,1755.0,38.35,5760.68
2568,Norway,2003.0,26.65,285094,4564855.0,5.84,62454.12
2569,Oman,2003.0,66.52,29940,2389121.0,27.84,12531.81
2570,Pakistan,2003.0,262.82,94724,152419974.0,1.72,621.47
2571,Palau,2003.0,0.11,189,19700.0,5.49,9593.91
2572,Panama,2003.0,17.09,13418,3240805.0,5.27,4140.33
2573,Papua New Guinea,2003.0,100.06,4457,5803302.0,17.24,768.01
2574,Paraguay,2003.0,103.58,8219,5682350.0,18.23,1446.41
2575,Peru,2003.0,105.81,67199,27073334.0,3.91,2482.11
2576,Philippines,2003.0,134.67,92192,82604681.0,1.63,1116.06
2577,Poland,2003.0,317.77,279624,38204570.0,8.32,7319.12
2578,Portugal,2003.0,79.67,192314,10458821.0,7.62,18387.73
2579,Qatar,2003.0,35.18,34748,660238.0,53.29,52629.51
2580,Romania,2003.0,138.77,87143,21574326.0,6.43,4039.20
2581,Russian Federation,2003.0,2249.06,670119,144667468.0,15.55,4632.13
2582,Rwanda,2003.0,-4.33,2258,9126167.0,-0.47,247.42
2583,Saint Kitts & Nevis,2003.0,0.28,475,47679.0,5.90,9962.46
2584,Saint Lucia,2003.0,0.97,880,161766.0,5.97,5439.96
2585,Saint Vincent & Grenadines,2003.0,0.21,516,108353.0,1.95,4762.21
2586,Samoa,2003.0,0.42,425,177677.0,2.38,2391.98
2587,Sao Tome & Principe,2003.0,0.13,116,147455.0,0.87,786.68
2588,Saudi Arabia,2003.0,317.38,280299,22852333.0,13.89,12265.66
2589,Senegal,2003.0,24.93,7786,10673535.0,2.34,729.47
2590,Serbia,2003.0,49.76,22810,7480591.0,6.65,3049.22
2591,Seychelles,2003.0,0.61,866,82800.0,7.40,10458.94
2592,Sierra Leone,2003.0,9.92,1466,4712763.0,2.10,311.07
2593,Singapore,2003.0,46.74,108207,4114800.0,11.36,26297.03
2594,Slovakia,2003.0,38.64,55900,5373374.0,7.19,10403.15
2595,Slovenia,2003.0,5.5,33489,1995733.0,2.75,16780.30
2596,Solomon Islands,2003.0,2.08,374,446335.0,4.65,837.94
2597,South Africa,2003.0,395.37,234186,46127031.0,8.57,5076.98
2598,Spain,2003.0,399.38,1081462,42187645.0,9.47,25634.57
2599,Sri Lanka,2003.0,41.8,21786,19173000.0,2.18,1136.29
2600,Sudan,2003.0,146.55,23754,29973979.0,4.89,792.49
2601,Suriname,2003.0,5.76,1570,486867.0,11.83,3224.70
2602,Swaziland,2003.0,2.81,2451,1087929.0,2.58,2252.90
2603,Sweden,2003.0,46.99,362708,8958229.0,5.25,40488.81
2604,Switzerland,2003.0,50.27,384592,7339001.0,6.85,52403.86
2605,Syria,2003.0,76.17,25420,17298476.0,4.40,1469.49
2606,Tajikistan,2003.0,6.22,1965,6529609.0,0.95,300.94
2607,Tanzania,2003.0,163.38,12215,36760831.0,4.44,332.28
2608,Thailand,2003.0,293.23,158532,64488338.0,4.55,2458.30
2609,Togo,2003.0,13.5,2047,5258956.0,2.57,389.24
2610,Tonga,2003.0,0.31,256,99691.0,3.09,2567.93
2611,Trinidad & Tobago,2003.0,26.93,14098,1283868.0,20.97,10980.88
2612,Tunisia,2003.0,28.79,29442,9839800.0,2.93,2992.13
2613,Turkey,2003.0,272.75,407402,65938265.0,4.14,6178.54
2614,Turkmenistan,2003.0,78.53,6828,4648037.0,16.90,1469.01
2615,Uganda,2003.0,39.27,7937,26838428.0,1.46,295.73
2616,Ukraine,2003.0,415.72,74824,47812950.0,8.69,1564.93
2617,United Arab Emirates,2003.0,134.76,157214,3369254.0,40.00,46661.37
2618,United Kingdom,2003.0,642.92,2290071,59647577.0,10.78,38393.36
2619,United States,2003.0,6381.66,12207433,290107933.0,22.00,42078.94
2620,Uruguay,2003.0,20.78,15387,3325411.0,6.25,4627.10
2621,Uzbekistan,2003.0,212.87,12416,25567650.0,8.33,485.61
2622,Vanuatu,2003.0,0.56,361,198952.0,2.80,1814.51
2623,Venezuela,2003.0,335.01,111512,25797219.0,12.99,4322.64
2624,Vietnam,2003.0,140.71,49833,80467400.0,1.75,619.29
2626,Yemen,2003.0,24.94,15260,19081306.0,1.31,799.74
2627,Zambia,2003.0,113.02,7259,10894519.0,10.37,666.30
2628,Zimbabwe,2003.0,62.44,6480,12673103.0,4.93,511.32
2629,Afghanistan,2004.0,17.9,5644,24018682.0,0.75,234.98
2630,Albania,2004.0,9.15,7940,3026939.0,3.02,2623.11
2631,Algeria,2004.0,132.73,97449,33461345.0,3.97,2912.29
2632,Angola,2004.0,149.17,23874,15976715.0,9.34,1494.30
2633,Antigua & Barbuda,2004.0,0.75,940,81718.0,9.17,11502.97
2634,Argentina,2004.0,377.37,204131,38308779.0,9.85,5328.57
2635,Armenia,2004.0,7.09,4304,3025652.0,2.34,1422.50
2636,Australia,2004.0,635.4,671733,20127400.0,31.57,33374.06
2637,Austria,2004.0,70.87,308047,8171966.0,8.67,37695.58
2638,Azerbaijan,2004.0,55.59,10479,8306500.0,6.69,1261.54
2639,"Bahamas, The",2004.0,1.37,7453,322400.0,4.25,23117.25
2640,Bahrain,2004.0,23.74,14957,820505.0,28.93,18229.02
2641,Bangladesh,2004.0,152.58,56890,141235035.0,1.08,402.80
2642,Barbados,2004.0,3.25,3742,272205.0,11.95,13746.99
2643,Belarus,2004.0,71.35,27614,9730000.0,7.33,2838.03
2644,Belgium,2004.0,135.74,379753,10421137.0,13.03,36440.65
2645,Belize,2004.0,12.75,1086,265040.0,48.10,4097.49
2646,Benin,2004.0,18.89,4237,7922796.0,2.38,534.79
2647,Bhutan,2004.0,-7.2,764,633893.0,-11.36,1205.25
2648,Bolivia,2004.0,127.56,9145,9187610.0,13.88,995.36
2649,Bosnia & Herzegovina,2004.0,21.69,10385,3886723.0,5.58,2671.92
2650,Botswana,2004.0,18.31,9498,1854739.0,9.87,5120.94
2651,Brazil,2004.0,2029.87,855193,184010283.0,11.03,4647.53
2652,Brunei,2004.0,18.4,9495,360797.0,51.00,26316.74
2653,Bulgaria,2004.0,47.48,27654,7781161.0,6.10,3553.97
2654,Burkina Faso,2004.0,30.17,5027,13034258.0,2.31,385.68
2655,Burundi,2004.0,6.47,1107,7510771.0,0.86,147.39
2656,Cambodia,2004.0,52.61,5557,13149386.0,4.00,422.61
2657,Cameroon,2004.0,192.8,16215,17674960.0,10.91,917.40
2658,Canada,2004.0,979.19,1128484,31995000.0,30.60,35270.64
2659,Cape Verde,2004.0,0.36,909,473577.0,0.76,1919.43
2660,Central African Republic,2004.0,57.37,1338,3893595.0,14.74,343.64
2661,Chad,2004.0,43.21,5665,9665024.0,4.47,586.13
2662,Chile,2004.0,72.11,117852,16168241.0,4.46,7289.10
2663,China,2004.0,6288.66,2027582,1296075000.0,4.85,1564.40
2664,Colombia,2004.0,184.35,139934,42527623.0,4.33,3290.43
2665,Comoros,2004.0,0.63,370,585389.0,1.08,632.06
2666,"Congo, Dem. Rep.",2004.0,202.85,11273,52487293.0,3.86,214.78
2667,"Congo, Rep.",2004.0,16.11,5649,3448868.0,4.67,1637.93
2668,Cook Islands,2004.0,0.1,162,21200.0,4.76,7641.51
2669,Costa Rica,2004.0,3.19,18855,4246336.0,0.75,4440.30
